user_crm_id,Frequency,Monetary,F_Score,M_Score,Tally
7898831,1,90,1,3,4
7898840,1,50,1,3,4
7898850,1,45,1,2,3
7898856,1,17.49,1,1,2
7898883,1,38.25,1,2,3
7898886,2,39.99,2,2,4
7898915,2,42.63,2,2,4
7898917,1,57,1,3,4
7898927,1,40,1,2,3
7898930,1,14.24,1,1,2
7898932,2,59.99,2,3,5
7898934,1,24.99,1,1,2
7898944,1,20,1,1,2
7898947,1,30,1,2,3
7898949,1,20,1,1,2
7898952,1,39.5,1,2,3
7898955,1,29.99,1,2,3
7898971,1,13.99,1,1,2
7898994,1,19.99,1,1,2
7899000,2,133.5,2,3,5
7899004,3,51.98,2,3,5
7899018,1,30,1,2,3
7899033,2,63.98,2,3,5
7899036,1,34,1,2,3
7899051,2,34.98,2,2,4
7899052,1,45,1,2,3
7899062,1,29.99,1,2,3
7899072,1,95,1,3,4
7899074,1,50,1,2,3
7899082,1,34,1,2,3
7899084,1,25,1,2,3
7899132,2,84,2,3,5
7899144,2,80,2,3,5
7899161,1,11.99,1,1,2
7899170,2,63.98,2,3,5
7899180,2,54.49,2,3,5
7899181,1,15,1,1,2
7899212,1,47.25,1,2,3
7899214,2,22.48,2,1,3
7899237,1,14.24,1,1,2
7899245,1,97.5,1,3,4
7899251,1,20,1,1,2
7899258,1,6.99,1,1,2
7899266,1,90,1,3,4
7899312,1,37,1,2,3
7899322,1,44.63,1,2,3
7899324,2,86.65,2,3,5
7899325,1,8.49,1,1,2
7899341,1,14.24,1,1,2
7899342,1,19,1,1,2
7899361,2,36.98,2,2,4
7899389,1,35,1,2,3
7899400,2,55.75,2,3,5
7899431,1,34,1,2,3
7899441,1,34,1,2,3
7899445,4,209.98,2,3,5
7899461,3,107.5,2,3,5
7899463,1,11.99,1,1,2
7899470,2,39.98,2,2,4
7899472,2,32.98,2,2,4
7899485,3,60.99,2,3,5
7899507,1,34,1,2,3
7899508,1,39.99,1,2,3
7899524,1,60,1,3,4
7899529,1,75,1,3,4
7899540,1,19.99,1,1,2
7899552,1,9.99,1,1,2
7899567,1,35,1,2,3
7899571,4,171.5,2,3,5
7899576,1,22.49,1,1,2
7899579,1,11.99,1,1,2
7899606,1,14.49,1,1,2
7899612,1,35,1,2,3
7899626,1,10.49,1,1,2
7899645,1,25,1,2,3
7899654,1,13.99,1,1,2
7899657,1,11.99,1,1,2
7899658,1,51,1,3,4
7899670,1,15,1,1,2
7899707,1,12.99,1,1,2
7899714,1,10.99,1,1,2
7899730,1,65,1,3,4
7899732,2,68.99,2,3,5
7899741,1,35,1,2,3
7899758,1,14.49,1,1,2
7899776,2,40.98,2,2,4
7899793,1,25,1,2,3
7899823,1,29,1,2,3
7899849,1,89.25,1,3,4
7899867,1,42.5,1,2,3
7899874,1,10.99,1,1,2
7899899,2,40,2,2,4
7899919,1,110,1,3,4
7899926,2,31.49,2,2,4
7899945,1,40,1,2,3
7899952,1,15,1,1,2
7899989,1,12.99,1,1,2
7900000,1,20,1,1,2
7900062,1,15.5,1,1,2
7900072,1,22.5,1,1,2
7900080,1,15.74,1,1,2
7900108,1,25,1,2,3
7900118,1,19.98,1,1,2
7900127,1,15.99,1,1,2
7900132,1,15,1,1,2
7900139,1,70,1,3,4
7900147,1,25,1,2,3
7900163,1,30,1,2,3
7900169,2,60,2,3,5
7900207,1,10.99,1,1,2
7900240,1,40,1,2,3
7900273,2,50,2,2,4
7900296,1,80,1,3,4
7900302,1,11.99,1,1,2
7900311,1,34,1,2,3
7900339,2,62.25,2,3,5
7900345,1,14.24,1,1,2
7900347,1,25,1,2,3
7900360,1,58.5,1,3,4
7900381,1,30,1,2,3
7900452,1,25,1,2,3
7900455,1,10.99,1,1,2
7900459,1,82.5,1,3,4
7900462,1,63.75,1,3,4
7900466,1,15.99,1,1,2
7900483,1,12.49,1,1,2
7900487,1,14.24,1,1,2
7900496,1,40,1,2,3
7900501,1,37.5,1,2,3
7900532,2,93.5,2,3,5
7900556,1,35,1,2,3
7900571,1,20.99,1,1,2
7900585,1,29.99,1,2,3
7900586,2,64.99,2,3,5
7900594,1,36,1,2,3
7900598,1,27,1,2,3
7900641,1,21.5,1,1,2
7900642,1,30,1,2,3
7900653,1,7.99,1,1,2
7900667,2,64.99,2,3,5
7900679,1,111.5,1,3,4
7900688,1,24.99,1,2,3
7900690,1,62.5,1,3,4
7900699,2,40.49,2,2,4
7900701,1,50,1,2,3
7900716,1,22.49,1,1,2
7900728,1,18,1,1,2
7900735,1,14.99,1,1,2
7900741,1,38.25,1,2,3
7900744,1,11.99,1,1,2
7900781,1,26,1,2,3
7900793,1,24.99,1,2,3
7900796,1,24.99,1,1,2
7900805,2,21.23,2,1,3
7900850,1,60,1,3,4
7900863,1,34,1,2,3
7900866,1,10.99,1,1,2
7900868,1,15.49,1,1,2
7900879,1,15.99,1,1,2
7900884,1,40,1,2,3
7900886,1,11.99,1,1,2
7900889,1,17.99,1,1,2
7900891,2,27.98,2,2,4
7900892,1,22.25,1,1,2
7900894,1,50,1,3,4
7900911,1,14.24,1,1,2
7900915,2,99.99,2,3,5
7900919,1,51.25,1,3,4
7900924,1,19.99,1,1,2
7900927,1,24.99,1,1,2
7900928,1,115,1,3,4
7900935,1,55,1,3,4
7900945,7,131.23,2,3,5
7900963,1,30.5,1,2,3
7900967,1,11.99,1,1,2
7900984,1,21.99,1,1,2
7901003,2,32.98,2,2,4
7901007,1,8.99,1,1,2
7901012,2,75.99,2,3,5
7901018,1,27,1,2,3
7901021,1,17.49,1,1,2
7901028,1,7.99,1,1,2
7901030,1,19.99,1,1,2
7901031,1,55,1,3,4
7901034,1,210,1,3,4
7901041,1,57.5,1,3,4
7901077,1,19.99,1,1,2
7901091,1,8.49,1,1,2
7901119,1,29.75,1,2,3
7901124,1,29.99,1,2,3
7901137,1,25,1,2,3
7901144,1,55,1,3,4
7901156,1,11.99,1,1,2
7901204,2,45.5,2,2,4
7901211,1,14.99,1,1,2
7901216,1,22.49,1,1,2
7901226,1,32.5,1,2,3
7901229,1,42.5,1,2,3
7901237,1,19.99,1,1,2
7901240,1,19.99,1,1,2
7901241,1,63,1,3,4
7901259,1,75,1,3,4
7901274,1,9.49,1,1,2
7901290,1,22,1,1,2
7901300,1,45,1,2,3
7901302,1,30,1,2,3
7901304,1,13.49,1,1,2
7901310,1,10.99,1,1,2
7901314,1,25,1,2,3
7901327,1,29.99,1,2,3
7901338,1,14.99,1,1,2
7901363,1,7.99,1,1,2
7901373,1,62.5,1,3,4
7901374,1,15,1,1,2
7901377,1,12.49,1,1,2
7901379,1,7.99,1,1,2
7901394,1,43.5,1,2,3
7901397,1,10.49,1,1,2
7901402,1,15.99,1,1,2
7901406,1,10.99,1,1,2
7901419,1,24.99,1,1,2
7901427,1,19.99,1,1,2
7901456,1,35,1,2,3
7901523,2,61.99,2,3,5
7901530,3,108.48,2,3,5
7901533,1,39,1,2,3
7901551,1,90,1,3,4
7901560,1,19.99,1,1,2
7901561,1,10.49,1,1,2
7901566,1,42.5,1,2,3
7901580,1,55,1,3,4
7901581,1,8.99,1,1,2
7901599,1,25,1,2,3
7901635,1,12.99,1,1,2
7901642,1,60,1,3,4
7901645,1,15,1,1,2
7901646,1,7.99,1,1,2
7901664,1,24.99,1,1,2
7901671,1,38.25,1,2,3
7901678,1,7.99,1,1,2
7901684,5,205,2,3,5
7901701,1,9.49,1,1,2
7901709,3,76.74,2,3,5
7901728,1,15,1,1,2
7901731,1,14.24,1,1,2
7901740,1,70,1,3,4
7901761,1,15,1,1,2
7901831,1,28,1,2,3
7901854,1,10.49,1,1,2
7901855,1,59.5,1,3,4
7901861,1,24.99,1,1,2
7901864,1,130,1,3,4
7901866,1,17,1,1,2
7901960,3,103.74,2,3,5
7901969,1,30,1,2,3
7901979,1,11.99,1,1,2
7902000,1,27.5,1,2,3
7902003,1,7.99,1,1,2
7902018,1,19.99,1,1,2
7902030,1,17.5,1,1,2
7902062,1,115,1,3,4
7902073,1,14.99,1,1,2
7902082,1,76.5,1,3,4
7902101,2,60,2,3,5
7902112,1,15,1,1,2
7902152,1,34,1,2,3
7902161,1,27.49,1,2,3
7902165,1,6.99,1,1,2
7902174,1,24.99,1,1,2
7902225,1,117,1,3,4
7902242,1,185,1,3,4
7902259,1,24.99,1,2,3
7902260,2,145,2,3,5
7902262,1,44.5,1,2,3
7902269,1,50,1,2,3
7902272,1,9.99,1,1,2
7902286,1,40,1,2,3
7902295,1,15.74,1,1,2
7902316,1,75,1,3,4
7902349,1,40.5,1,2,3
7902358,2,45.99,2,2,4
7902387,1,42.5,1,2,3
7902405,1,30.6,1,2,3
7902431,2,37.99,2,2,4
7902465,1,15,1,1,2
7902482,1,75,1,3,4
7902519,2,30.99,2,2,4
7902533,1,18,1,1,2
7902536,2,124.75,2,3,5
7902567,1,34,1,2,3
7902605,1,9.99,1,1,2
7902623,1,9.99,1,1,2
7902640,1,10.99,1,1,2
7902646,1,47.5,1,2,3
7902648,1,9.99,1,1,2
7902653,1,27.63,1,2,3
7902670,4,109.98,2,3,5
7902681,1,6.99,1,1,2
7902698,1,24.99,1,1,2
7902700,1,11.99,1,1,2
7902742,1,90,1,3,4
7902743,2,52.98,2,3,5
7902744,1,40.5,1,2,3
7902782,1,10.49,1,1,2
7902783,1,70,1,3,4
7902799,1,16.99,1,1,2
7902801,1,30,1,2,3
7902817,1,27.49,1,2,3
7902828,1,63.5,1,3,4
7902856,1,27.49,1,2,3
7902887,2,42.49,2,2,4
7902913,1,93.5,1,3,4
7902927,1,54,1,3,4
7903013,1,10.99,1,1,2
7903015,1,25,1,2,3
7903021,1,14.99,1,1,2
7903024,2,18.98,2,1,3
7903031,1,47.25,1,2,3
7903033,3,34.47,2,2,4
7903043,2,52,2,3,5
7903056,1,30,1,2,3
7903069,1,8.99,1,1,2
7903077,1,19.99,1,1,2
7903078,1,42.5,1,2,3
7903085,1,49,1,2,3
7903089,1,12.99,1,1,2
7903119,1,15,1,1,2
7903126,1,25,1,2,3
7903150,2,40,2,2,4
7903178,1,31.5,1,2,3
7903183,1,75,1,3,4
7903202,1,31.5,1,2,3
7903230,1,34,1,2,3
7903231,2,38.99,2,2,4
7903240,1,19.99,1,1,2
7903241,3,120.99,2,3,5
7903254,3,121.49,2,3,5
7903261,1,40,1,2,3
7903272,1,12.99,1,1,2
7903287,1,42.5,1,2,3
7903295,1,26.99,1,2,3
7903313,1,39,1,2,3
7903319,1,10.99,1,1,2
7903323,1,99,1,3,4
7903778,1,24.99,1,2,3
7904070,1,175,1,3,4
7904078,1,12.99,1,1,2
7904108,1,7.99,1,1,2
7904109,3,335,2,3,5
7904119,1,19.99,1,1,2
7904127,3,85.99,2,3,5
7904141,1,13.99,1,1,2
7904153,1,60,1,3,4
7904217,1,19.99,1,1,2
7904218,1,24.99,1,1,2
7908548,1,23.25,1,1,2
7908615,1,19.99,1,1,2
7908646,2,80,2,3,5
7908654,1,8.99,1,1,2
7908673,1,17.5,1,1,2
7908674,1,25,1,2,3
7908686,1,6.99,1,1,2
7908693,1,8.99,1,1,2
7908701,2,115,2,3,5
7908707,1,10.99,1,1,2
7908712,1,14.24,1,1,2
7908720,3,200,2,3,5
7908728,1,22.5,1,1,2
7908730,2,45.98,2,2,4
7908738,1,20,1,1,2
7908760,2,81.75,2,3,5
7908775,1,45,1,2,3
7908788,1,35,1,2,3
7908801,2,160,2,3,5
7908821,2,26.98,2,2,4
7908822,1,40,1,2,3
7908825,1,8.49,1,1,2
7908841,1,14.99,1,1,2
7908843,1,25.49,1,2,3
7908844,2,29.48,2,2,4
7908854,1,6.99,1,1,2
7908863,1,47.5,1,2,3
7908864,1,19.99,1,1,2
7908875,3,27.47,2,2,4
7908883,1,28.99,1,2,3
7908898,1,52.5,1,3,4
7908915,1,87.5,1,3,4
7908920,1,12.99,1,1,2
7908931,1,25,1,2,3
7908937,1,5.99,1,1,2
7908943,3,42.79,2,2,4
7908967,1,19.99,1,1,2
7908975,1,15,1,1,2
7908976,1,100,1,3,4
7908980,1,29,1,2,3
7908985,1,35,1,2,3
7908994,1,19.99,1,1,2
7908996,1,10.99,1,1,2
7909001,1,19.99,1,1,2
7909003,1,25,1,2,3
7909009,1,15,1,1,2
7909010,1,48.99,1,2,3
7909023,1,15,1,1,2
7909052,1,25.5,1,2,3
7909070,1,54,1,3,4
7909086,1,11.99,1,1,2
7909095,1,27.49,1,2,3
7909098,1,55,1,3,4
7909117,1,8.24,1,1,2
7909129,1,24.99,1,1,2
7909161,1,80,1,3,4
7909175,1,26.49,1,2,3
7909178,1,19.99,1,1,2
7909180,1,62.5,1,3,4
7909185,1,45,1,2,3
7909191,1,24.99,1,1,2
7909194,1,22.5,1,1,2
7909204,1,45,1,2,3
7909238,1,40,1,2,3
7909258,2,31.98,2,2,4
7909294,1,35,1,2,3
7909299,1,130.5,1,3,4
7909315,1,32.5,1,2,3
7909345,1,8.99,1,1,2
7909352,1,19.99,1,1,2
7909354,2,30.48,2,2,4
7909368,1,24.5,1,1,2
7909389,1,10.49,1,1,2
7909421,1,14.24,1,1,2
7909431,1,28.5,1,2,3
7909433,2,86,2,3,5
7909450,1,5.24,1,1,2
7909467,4,99.24,2,3,5
7909488,2,32.99,2,2,4
7909503,1,20,1,1,2
7909514,1,29.75,1,2,3
7909523,1,47.5,1,2,3
7909598,1,17.5,1,1,2
7909647,2,44.5,2,2,4
7909681,1,7.49,1,1,2
7909707,3,67.47,2,3,5
7909708,1,35,1,2,3
7909711,1,8.99,1,1,2
7909759,2,20.48,2,1,3
7909766,1,14.99,1,1,2
7909771,1,37.5,1,2,3
7909786,2,360,2,3,5
7909790,1,30,1,2,3
7909801,1,40,1,2,3
7909810,1,4.99,1,1,2
7909816,1,19.99,1,1,2
7909860,1,65,1,3,4
7909881,1,27.99,1,2,3
7909892,1,18,1,1,2
7909902,1,14.99,1,1,2
7909905,1,21.99,1,1,2
7909926,1,10.99,1,1,2
7909948,1,54,1,3,4
7909981,1,40,1,2,3
7909999,1,21,1,1,2
7910019,2,21.98,2,1,3
7910054,1,10.99,1,1,2
7910079,1,20,1,1,2
7910115,1,40.5,1,2,3
7910130,1,26.99,1,2,3
7910139,1,75,1,3,4
7910148,1,22.99,1,1,2
7910177,1,37,1,2,3
7910179,1,24.99,1,1,2
7910203,1,40,1,2,3
7910235,1,70,1,3,4
7910243,1,30,1,2,3
7910280,1,24.99,1,1,2
7910294,1,90,1,3,4
7910310,1,34.99,1,2,3
7910312,1,15,1,1,2
7910365,1,24.99,1,1,2
7910407,1,19.99,1,1,2
7910431,1,50,1,2,3
7910446,1,14.99,1,1,2
7910457,1,15,1,1,2
7910466,1,29.75,1,2,3
7910470,1,18,1,1,2
7910477,1,9.99,1,1,2
7910481,1,30.81,1,2,3
7910503,1,65.25,1,3,4
7910531,1,12.99,1,1,2
7910589,1,9.49,1,1,2
7910600,1,45,1,2,3
7910601,1,25,1,2,3
7910649,1,10.99,1,1,2
7910664,1,30,1,2,3
7910676,1,30,1,2,3
7910707,1,21,1,1,2
7910710,1,14.99,1,1,2
7910717,1,30.5,1,2,3
7910727,1,19.99,1,1,2
7910730,1,22,1,1,2
7910744,1,26,1,2,3
7910757,1,9.49,1,1,2
7910772,1,55,1,3,4
7910773,1,19.99,1,1,2
7910798,2,44.99,2,2,4
7910811,1,97.5,1,3,4
7910826,2,115.5,2,3,5
7910842,5,191.5,2,3,5
7910853,1,20,1,1,2
7910858,2,166.5,2,3,5
7910880,3,103.49,2,3,5
7910882,1,9.99,1,1,2
7910891,1,10.99,1,1,2
7910899,1,70,1,3,4
7910918,1,4.49,1,1,2
7910923,1,19.99,1,1,2
7910957,1,355,1,3,4
7910962,3,65.48,2,3,5
7910985,1,29,1,2,3
7910994,1,11.99,1,1,2
7910999,1,65,1,3,4
7911002,2,56.98,2,3,5
7911013,1,52.5,1,3,4
7911019,1,29.99,1,2,3
7911037,2,76.5,2,3,5
7911049,1,40,1,2,3
7911052,1,19.99,1,1,2
7911056,1,23,1,1,2
7911071,2,32.99,2,2,4
7911104,1,6.49,1,1,2
7911109,2,55.98,2,3,5
7911116,1,15,1,1,2
7911132,1,92.5,1,3,4
7911133,1,19.99,1,1,2
7911134,1,19.99,1,1,2
7911144,1,35,1,2,3
7911150,1,38.5,1,2,3
7911164,1,14.99,1,1,2
7911165,1,24.99,1,1,2
7911168,1,30,1,2,3
7911172,1,30,1,2,3
7911174,1,108.75,1,3,4
7911197,2,20.99,2,1,3
7911216,1,19.99,1,1,2
7911217,1,15.99,1,1,2
7911219,1,10.99,1,1,2
7911220,1,29.99,1,2,3
7911228,3,163.49,2,3,5
7911234,1,19.99,1,1,2
7911250,1,20.99,1,1,2
7911257,1,275,1,3,4
7911260,1,60,1,3,4
7911282,2,81.99,2,3,5
7911307,1,17.5,1,1,2
7911332,4,125,2,3,5
7911346,1,20,1,1,2
7911347,1,12.99,1,1,2
7911349,1,31.5,1,2,3
7911372,1,14.24,1,1,2
7911373,1,40,1,2,3
7911375,2,32.99,2,2,4
7911390,2,67.99,2,3,5
7911406,1,45,1,2,3
7911408,1,19.99,1,1,2
7911412,1,19.99,1,1,2
7911424,2,195.49,2,3,5
7911426,1,20.74,1,1,2
7911430,2,39.99,2,2,4
7911444,1,10,1,1,2
7911469,2,37.98,2,2,4
7911472,3,129.5,2,3,5
7911480,1,19.99,1,1,2
7911484,1,34,1,2,3
7911489,1,74,1,3,4
7911492,1,15.5,1,1,2
7911506,1,130.5,1,3,4
7911509,1,60,1,3,4
7911519,1,40.5,1,2,3
7911527,2,60,2,3,5
7911548,1,15,1,1,2
7911572,1,102.25,1,3,4
7911576,1,11.99,1,1,2
7911589,1,12.49,1,1,2
7911600,1,15,1,1,2
7911615,1,28.99,1,2,3
7911620,1,55,1,3,4
7911626,1,8.99,1,1,2
7911628,3,43.47,2,2,4
7911631,2,48.99,2,2,4
7911635,4,55.97,2,3,5
7911637,1,50.5,1,3,4
7911645,1,22.99,1,1,2
7911667,1,45,1,2,3
7911669,2,31.99,2,2,4
7911673,1,20,1,1,2
7911674,1,25,1,2,3
7911682,1,19.99,1,1,2
7911685,1,15,1,1,2
7911687,1,22.5,1,1,2
7911704,1,95,1,3,4
7911740,1,15,1,1,2
7911742,3,108.49,2,3,5
7911764,1,11.99,1,1,2
7911779,1,9.99,1,1,2
7911801,1,65,1,3,4
7911804,1,19.99,1,1,2
7911816,1,33.5,1,2,3
7911822,1,55,1,3,4
7911851,1,10.99,1,1,2
7911852,1,103.5,1,3,4
7911875,1,15,1,1,2
7911888,1,55,1,3,4
7911893,1,25,1,2,3
7911895,1,65,1,3,4
7911900,1,55,1,3,4
7911924,1,6.99,1,1,2
7911932,1,45,1,2,3
7911941,2,85,2,3,5
7911975,1,97.75,1,3,4
7911992,2,160,2,3,5
7911997,2,55.99,2,3,5
7912002,1,24.99,1,1,2
7912049,1,45,1,2,3
7912053,2,39.98,2,2,4
7912056,1,27.99,1,2,3
7912065,2,169.49,2,3,5
7912070,4,69.97,2,3,5
7912083,1,14.99,1,1,2
7912090,1,65,1,3,4
7912092,3,61.49,2,3,5
7912105,2,125.38,2,3,5
7912113,3,92.98,2,3,5
7912120,1,75,1,3,4
7912150,1,22.49,1,1,2
7912213,2,76.38,2,3,5
7912222,1,35,1,2,3
7912224,2,37.98,2,2,4
7912264,1,6.99,1,1,2
7912274,1,12.99,1,1,2
7912279,1,57.5,1,3,4
7912282,1,32.5,1,2,3
7912287,1,90,1,3,4
7912296,2,41.99,2,2,4
7912339,1,90,1,3,4
7912362,1,50,1,3,4
7912373,2,40.99,2,2,4
7912376,2,30.98,2,2,4
7912384,2,62,2,3,5
7912408,1,46.75,1,2,3
7912410,1,19.99,1,1,2
7912423,1,49.5,1,2,3
7912424,2,59,2,3,5
7912474,1,32.5,1,2,3
7912502,1,38.25,1,2,3
7912507,1,20,1,1,2
7912517,1,28,1,2,3
7912520,2,120.25,2,3,5
7912536,1,19.99,1,1,2
7912540,1,15,1,1,2
7912554,1,45,1,2,3
7912559,1,11.99,1,1,2
7912561,1,22.49,1,1,2
7912595,1,7.99,1,1,2
7912628,1,20,1,1,2
7912635,1,14.49,1,1,2
7912638,1,14.99,1,1,2
7912646,1,10.99,1,1,2
7912678,1,9.99,1,1,2
7912710,1,12.99,1,1,2
7912757,1,10.99,1,1,2
7912758,1,25,1,2,3
7912760,2,15.99,2,1,3
7912762,1,12.49,1,1,2
7912794,3,48.97,2,2,4
7912819,1,19.99,1,1,2
7912833,1,40,1,2,3
7912845,1,11.99,1,1,2
7912849,1,38.25,1,2,3
7912885,2,90,2,3,5
7912975,1,135,1,3,4
7912983,1,58.5,1,3,4
7913013,1,45,1,2,3
7913017,1,17.5,1,1,2
7913018,1,16.99,1,1,2
7913037,1,20.99,1,1,2
7913089,1,31.88,1,2,3
7913117,1,80,1,3,4
7913150,3,102.48,2,3,5
7913159,1,54,1,3,4
7913178,1,19.99,1,1,2
7913187,1,122.5,1,3,4
7913197,1,19.99,1,1,2
7913204,1,24,1,1,2
7913251,1,11.49,1,1,2
7913270,1,15,1,1,2
7913277,1,8.99,1,1,2
7913286,3,178.75,2,3,5
7913313,3,70.49,2,3,5
7913327,1,8.99,1,1,2
7913334,5,334.49,2,3,5
7913335,1,50,1,3,4
7913337,1,14.49,1,1,2
7913358,1,12.99,1,1,2
7913362,2,68.89,2,3,5
7913363,1,29.5,1,2,3
7913368,1,19.99,1,1,2
7913374,1,40,1,2,3
7913391,1,17,1,1,2
7913445,1,30,1,2,3
7913453,1,15,1,1,2
7913469,1,5.49,1,1,2
7913486,2,22.99,2,1,3
7913532,2,54.5,2,3,5
7913536,1,25.5,1,2,3
7913537,1,40,1,2,3
7913539,1,45,1,2,3
7913544,1,7.99,1,1,2
7913552,1,15,1,1,2
7913556,1,29.75,1,2,3
7913562,1,19.99,1,1,2
7913573,1,19.99,1,1,2
7913581,1,22.49,1,1,2
7913606,2,26.99,2,2,4
7913620,1,45,1,2,3
7913630,1,8.99,1,1,2
7913633,1,24.99,1,1,2
7913644,1,42,1,2,3
7913655,1,20,1,1,2
7913661,1,50,1,3,4
7913675,1,24.99,1,1,2
7913681,1,20,1,1,2
7913700,1,19.99,1,1,2
7913714,1,191.25,1,3,4
7913758,1,19.99,1,1,2
7913840,2,130,2,3,5
7913847,1,112.5,1,3,4
7913859,1,40,1,2,3
7913882,1,9.99,1,1,2
7913889,2,58.99,2,3,5
7913923,1,17.49,1,1,2
7913932,1,35,1,2,3
7913933,2,42.48,2,2,4
7913943,2,80,2,3,5
7913956,1,77,1,3,4
7913960,1,11.99,1,1,2
7913982,3,40.47,2,2,4
7913984,1,10.49,1,1,2
7914011,1,50,1,2,3
7914039,1,24.99,1,1,2
7914043,1,17.5,1,1,2
7914050,2,72.99,2,3,5
7914068,1,10.99,1,1,2
7914095,1,14.24,1,1,2
7914103,1,27,1,2,3
7914105,1,20,1,1,2
7914111,1,19.99,1,1,2
7914120,1,76.5,1,3,4
7914128,1,19.99,1,1,2
7914130,2,37.24,2,2,4
7914145,2,56,2,3,5
7914151,1,17.24,1,1,2
7914155,1,19.5,1,1,2
7914166,1,50,1,2,3
7914177,1,40,1,2,3
7914178,1,51,1,3,4
7914181,1,11.99,1,1,2
7914192,1,3.99,1,1,2
7914197,1,25.99,1,2,3
7914223,1,22.49,1,1,2
7914225,2,57.6,2,3,5
7914240,1,19.99,1,1,2
7914257,1,20,1,1,2
7914258,1,14.49,1,1,2
7914275,1,50,1,2,3
7914285,3,95.99,2,3,5
7914320,1,69,1,3,4
7914328,1,34.99,1,2,3
7914338,2,76.5,2,3,5
7914353,1,35,1,2,3
7914360,1,11.99,1,1,2
7914384,1,19.99,1,1,2
7914422,1,42.5,1,2,3
7914434,1,18.75,1,1,2
7914468,2,34.99,2,2,4
7914483,2,52.99,2,3,5
7914505,1,42.5,1,2,3
7914508,1,6.99,1,1,2
7914516,2,39.99,2,2,4
7914524,1,20,1,1,2
7914559,1,27.49,1,2,3
7914615,2,108.99,2,3,5
7914623,2,150,2,3,5
7914668,1,7.49,1,1,2
7914669,1,60,1,3,4
7914698,1,64,1,3,4
7914796,1,22,1,1,2
7914882,3,48.47,2,2,4
7914894,1,30,1,2,3
7914957,1,15.49,1,1,2
7914968,2,105,2,3,5
7914988,1,60,1,3,4
7915005,1,29.99,1,2,3
7915008,1,30,1,2,3
7915010,1,22.5,1,1,2
7915017,1,19.99,1,1,2
7915050,1,16.99,1,1,2
7915052,1,63,1,3,4
7915067,1,22.5,1,1,2
7915088,1,42.5,1,2,3
7915105,1,25.93,1,2,3
7915162,1,35,1,2,3
7915245,1,46.75,1,2,3
7915250,1,45,1,2,3
7915251,1,9.99,1,1,2
7915295,2,24.49,2,1,3
7915321,1,58.5,1,3,4
7915330,1,22.75,1,1,2
7915336,1,24.99,1,2,3
7915386,1,27.5,1,2,3
7915433,1,14.99,1,1,2
7915436,3,96.98,2,3,5
7915441,1,42.5,1,2,3
7915442,1,50,1,3,4
7915450,1,20.5,1,1,2
7915459,1,12.99,1,1,2
7915483,1,63,1,3,4
7915518,1,47.5,1,2,3
7915580,1,45,1,2,3
7915712,2,64.99,2,3,5
7915716,2,53.99,2,3,5
7915739,2,48.73,2,2,4
7915741,1,32.25,1,2,3
7915787,3,144.99,2,3,5
7915802,1,24.99,1,1,2
7915910,1,20.99,1,1,2
7915921,1,23.5,1,1,2
7915924,1,24.99,1,1,2
7915943,1,30,1,2,3
7915973,1,47.7,1,2,3
7915996,2,75,2,3,5
7916009,1,24.49,1,1,2
7916054,1,19.99,1,1,2
7916093,1,37.5,1,2,3
7916097,3,134.99,2,3,5
7916100,1,19.99,1,1,2
7916161,1,37.5,1,2,3
7916210,1,15,1,1,2
7916247,1,80,1,3,4
7916250,6,521,2,3,5
7916255,1,19.99,1,1,2
7916272,1,25,1,2,3
7916277,1,100,1,3,4
7916303,1,11.99,1,1,2
7916311,1,60,1,3,4
7916337,2,19.98,2,1,3
7916351,1,45,1,2,3
7916361,1,42.5,1,2,3
7916374,1,19.99,1,1,2
7916403,1,27.49,1,2,3
7916425,2,100,2,3,5
7916432,2,77.5,2,3,5
7916443,1,10.99,1,1,2
7916468,1,29.5,1,2,3
7916512,2,60,2,3,5
7916555,1,19.99,1,1,2
7916558,1,43.5,1,2,3
7916589,2,30.48,2,2,4
7916603,1,8.49,1,1,2
7916653,1,25,1,2,3
7916695,1,74.38,1,3,4
7916700,1,120,1,3,4
7916705,1,36,1,2,3
7916745,1,14.99,1,1,2
7916761,1,100,1,3,4
7916778,1,7.99,1,1,2
7916779,1,24.99,1,1,2
7916819,1,19.99,1,1,2
7916849,2,44.98,2,2,4
7916879,1,30,1,2,3
7916889,1,12.99,1,1,2
7916893,1,11.99,1,1,2
7916972,1,19.99,1,1,2
7916982,1,50,1,2,3
7916986,1,13.99,1,1,2
7917010,1,24.5,1,1,2
7917012,1,15,1,1,2
7917030,3,45.47,2,2,4
7917036,1,19.99,1,1,2
7917088,1,19.99,1,1,2
7917100,1,15,1,1,2
7917138,2,65,2,3,5
7917142,1,15,1,1,2
7917147,1,21,1,1,2
7917151,1,11.99,1,1,2
7917187,1,15,1,1,2
7917190,1,5.99,1,1,2
7917203,2,135.75,2,3,5
7917263,1,18,1,1,2
7917284,1,135,1,3,4
7917309,2,55,2,3,5
7917315,1,25.08,1,2,3
7917343,2,24.98,2,1,3
7917350,1,19,1,1,2
7917391,2,42.49,2,2,4
7917403,1,20,1,1,2
7917415,1,35,1,2,3
7917418,1,80,1,3,4
7917421,2,129.99,2,3,5
7917424,1,17.5,1,1,2
7917425,1,10.99,1,1,2
7917430,1,25,1,2,3
7917431,1,67.5,1,3,4
7917435,2,59.98,2,3,5
7917439,1,25,1,2,3
7917442,1,19.99,1,1,2
